13,12,STRATUS
13,11,SPIRIT
13,10,SHADOW
13,9,RAM
13,8,NEON
13,7,LEBARON
13,6,WRANGLER
13,5,INTREPID
13,4,DAYTONA
13,3,DAKOTA
13,2,CHEROKEE
13,1,CARAVAN
14,8,PICK UP
14,7,524
14,6,BREAK
14,5,BERLINA
14,4,1325
14,3,325
14,2,1410
14,1,1310
15,20,KYRON
15,19,ACTYON
15,18,REXTON
15,17,TACUMA
15,16,ISTANA
15,15,CHAIRMAN
15,14,MATIZ
15,13,PRINCE
15,11,LEGANZA
15,10,NUBIRA
15,9,LANOS
15,8,TICO
15,7,MUSSO
15,6,KORANDO
15,5,RACER
15,4,LABO
15,3,ESPERO
15,2,DAMAS
15,1,CIELO
16,20,DIFFERENT
16,19,MIRA
16,18,FURGON ROUTE
16,17,SIRION
16,16,TERIOS
16,15,MOVE
16,14,WIDE
16,13,TAFTT
16,12,ROCKY
16,11,PIAGGIO
16,10,MAX CUORE
16,9,L 100
16,8,HIJET
16,7,FEROZA
16,6,DELTA
16,5,CUORE
16,4,CHARMANT
16,3,CHARADE
16,2,CAB VAN
16,1,APPLAUSE
17,46,SCUDO
118,1,X 55
119,3,TRUCK
119,2,FURGON
17,42,DOBLO
17,41,GRAND SIENA
17,40,QUBO
17,39,LINEA
17,38,500
17,37,IDEA
17,36,1100
17,35,STILO
17,34,MULTIPLA
17,33,BERTONE
17,32,BRAVA
17,31,STRADA
17,30,BRAVO
17,29,MAREA
17,28,RITMO
17,27,PANDA
17,26,CROMA
17,25,SIENA
17,24,PALIO
17,23,UNO
17,22,TIPO
17,21,TEMPRA
17,20,REGATTA
17,19,PUNTO
17,18,FIORINO
17,17,DUNA WE
17,16,DUNA
17,15,DUCATO
17,14,COUPE FIAT
17,13,CINQUECENTO
17,12,BARCHETTA
17,11,600 - 800
17,10,1600
17,9,1500
17,8,148
17,7,147
17,6,133
17,5,132
17,4,131
17,3,128
17,2,127
17,1,125
66,37,11.180 DELIVERY
66,36,9.170 DELIVERY
18,54,FIESTA KD
18,51,KUGA
18,50,PICK UP
18,49,T
18,48,S-MAX
18,47,ECO SPORT
18,46,A
18,45,BRONCO
18,44,EXPLORER
18,43,ESCAPE
18,42,EXPEDITION
18,41,GALAXY VAN
18,40,PUMA
18,39,FOCUS
18,38,RANCHERO
18,37,VAN
18,36,MAVERICK
18,35,THUNDERBIRD
18,34,TAURUS
18,33,SCORPIO
18,32,PROBE
18,31,FAIRMONT
18,30,CORCEL
18,29,FESTIVA
18,28,KA
18,27,COURIER
18,26,TRANSIT
18,25,TAUNUS
18,24,SIERRA
18,23,RANGER
18,22,ORION
18,21,MUSTANG
18,20,MONDEO
18,19,LASER
18,18,GRANADA
18,17,GALAXY
18,16,FIESTA
18,15,FALCON
18,14,FAIRLANE
18,13,F-4000
18,12,F-400
18,11,F-350
18,10,F-250
18,9,F-150
18,7,F-100
18,6,ECONO
18,5,CAPRI
18,4,WAGON
18,3,ESCORT
18,2,CARGO
18,1,AERO
19,21,HRV L/16
19,20,CIVIC L/12
19,19,CRV L/12
19,18,FIT L/09
19,17,CRV L/07
19,16,CITY
19,15,PILOT
19,14,FURGON
19,13,FIT
19,12,STREAM
19,11,HRV
19,10,S
19,9,LEGEND
19,8,CRV
19,7,PRELUDE
19,6,PASSPORT
19,5,ODISSEY
19,4,NSX
19,3,CRX
19,2,CIVIC
19,1,ACCORD
20,26,GRAND I 10
20,25,VELOSTER
20,24,I 10
20,23,GENESIS
20,22,VERACRUZ
20,21,I 30
20,20,TUCSON
20,19,GETZ
20,18,TERRACAN
20,17,MATRIX
20,16,TRAJET
20,15,SANTA FE
20,14,HD
20,13,SANTAMO
20,12,COUNTY
20,11,H1
20,10,ATOS
20,9,SONATA
20,8,S
20,7,PONY
20,6,MIGTHY
20,5,H100
20,4,GALLOPER
20,3,EXCEL
20,2,ELANTRA
20,1,ACCENT
21,2,JMC
21,1,EQ
22,9,NKR
22,8,VEHICROSS
22,7,NPR
22,6,MINIBUS
22,5,STYLUS
22,4,TROOPER
22,3,RODEO
22,2,PICK-UP
22,1,AMIGO
23,16,F-TYPE
23,15,MK
23,14,XFR
23,13,XF
23,12,XK
23,11,X-TYPE
23,10,S-TYPE
23,9,XJ8
23,8,XKR
23,7,XKE
23,6,XK8
23,5,XJS
23,4,XJR
23,3,XJ6
23,2,SOVEREING
23,1,DAIMBLER
24,29,CARNIVAL L/16
24,28,SPORTAGE L/15
24,27,SPORTAGE L/11
24,26,SPORTAGE L/05
24,25,SOUL
24,24,MOHAVE
24,23,RONDO
24,22,RIO
24,21,PICANTO
24,20,OPIRUS
24,19,CERATO
24,18,SORENTO
24,17,RETONA
24,16,MAGENTIS
24,15,JOICE
24,14,CARENS
24,13,SHUMA
24,12,CARNIVAL
24,11,GRAND SPORTAGE
24,10,CERES
24,9,PREGIO
24,8,AVELLA
24,7,CLARUS
24,6,SPORTAGE
24,5,SEPHIA
24,4,PRIDE
24,2,CAPITAL
24,1,BESTA
25,4,AFALINA
25,3,SAMARA
25,2,NIVA
25,1,LAIKA
26,12,NAVAJO
26,11,E 1600
26,10,RX7
26,9,PICK-UP
26,8,MX
26,7,MPV
26,5,FURGON
26,4,929
26,3,626
26,2,323
26,1,121
27,7,SABLE
27,6,VILLAGER
27,5,TOPAZ
27,4,MARQUISE
27,3,COUGAR
27,2,LINX
27,1,CAPRI
28,45,GT
28,44,VITO 2016
28,43,C L/15
28,42,SPRINTER L/12
28,41,A BLUEEFFICIENCY
28,40,GLA
28,39,GL
28,38,CLA
28,37,SLS
28,36,GLK
28,35,CLC
28,34,B
28,33,CLS
28,32,SLK
28,31,CL
28,30,A
28,29,G
28,28,VIANO
28,27,VITO
28,26,ML
28,25,600
28,24,170
28,23,260
28,22,CLK
28,21,450
28,20,220
28,19,SL
28,18,S
28,17,SPRINTER
28,16,MB
28,15,E
28,14,C
28,13,608
28,12,560
28,11,500
28,10,420
28,9,380
28,8,350
28,7,300
28,6,280
28,5,250
28,4,240
28,3,230
28,2,200
28,1,190
29,20,OUTLANDER
29,19,MONTERO IO
29,18,NATIVA
29,17,VARICA
29,16,DIAMANTE
29,15,SPACE
29,14,SIGMA
29,13,SAPPORO
29,12,MONTERO
29,11,LANCER
29,10,L300
29,9,L200
29,8,L100
29,7,GALANT
29,6,EXPO
29,5,ECLIPSE
29,4,COLT
29,3,CELESTE
29,1,3000
30,35,ALTIMA L/15
30,34,FRONTIER L/10
30,33,FRONTIER
30,32,NOTE
30,31,VERSA
30,30,Z 370
30,29,MURANO
30,28,TEANA
30,27,TIIDA
30,26,VANETTE
30,25,Z 350
30,24,STANZA
30,23,XTRAIL
30,21,XTERRA
30,20,MICRA
30,19,PRIMERA
30,18,MARCH
30,17,FURGON
30,16,TERRANO
30,15,SUNNY
30,14,SERENA
30,13,SENTRA
30,12,QUEST
30,11,PICK-UP
30,10,PATROL
30,9,PATHFINDER
30,8,NX
30,7,MAXIMA
30,6,DATSUN
30,5,BLUEBIRD
30,4,ALTIMA
30,3,AD
30,2,ZX
30,1,SX
31,11,VIVARO
31,10,KADETT
31,9,FRONTERA
31,8,TIGRA
31,7,VECTRA
31,6,REKORD
31,5,OMEGA
31,4,K 180
31,3,CORSA
31,2,CALIBRA
31,1,ASTRA
32,34,2008
32,33,4008
32,32,208
32,31,508
32,30,5008
32,29,HOGGAR
32,28,408
32,27,RCZ
32,26,3008
32,25,308
32,24,207
32,23,305
32,22,407
32,21,807
32,20,307
32,19,607
32,18,PICK-UP
32,17,EXPERT
32,16,206
32,15,PARTNER
32,14,BOXER
32,13,806
32,12,605
32,11,604
32,10,505
32,9,504
32,8,406
32,7,405
32,6,404
32,5,403
32,4,309
32,3,306
32,2,205
32,1,106
33,6,DINO
33,5,TRUCK
33,4,PICK-UP
33,3,GLD
33,2,CARO
33,1,1600 GLE
34,4,BONNEVILLE
34,3,TRANSPORT
34,2,FIREBIRD
34,1,SUNBIRD
35,11,MACAN
35,10,PANAMERA
35,9,CAYMAN
35,8,CAYENNE
35,7,BOXSTER
35,6,968
35,5,944
35,4,928
35,3,924
35,2,912
35,1,911
36,48,SANDERO II
119,1,PICK UP
32,37,TRAVELER
17,52,CRONOS
108,7,ARRIZO
36,43,LOGAN II
36,42,CLIO MIO
36,41,DUSTER
36,40,LATITUDE
36,39,MEGANE III
36,38,FLUENCE
36,37,KOLEOS
36,36,SYMBOL
36,35,KANGOO 2
36,34,SANDERO
36,33,GRAND SCENIC
36,32,LOGAN
36,31,MEGANE II
36,30,CLIO 2 F2
36,29,CLIO 2
36,28,MEGANE F/2
36,27,RODEO
36,26,MASTER
36,24,KANGOO
36,23,SCENIC
36,22,MEGANE
36,21,GORDINI
36,20,TWINGO
36,19,TRAFIC
36,18,SAFRANE
36,17,R 9
36,16,R 6
36,15,R 5
36,14,R 4
36,13,R 30
36,12,R 25
36,11,R 21
36,10,R 20
36,9,R 19
36,8,R 18
36,7,R 12
36,6,R 11
36,5,LAGUNA
36,4,FUEGO
36,3,EXPRESS
36,2,ESPACE
36,1,CLIO
37,25,DISCOVERY SPORT
37,24,RANGE ROVER
37,23,STATION WAGON
37,22,75
37,21,45
37,20,25
37,19,218
37,18,FREELANDER
37,17,623
37,16,618
37,15,SANTANA
37,14,MGF
37,13,RANGE ROVER EVOQUE
37,12,MINI COOPER
37,11,DISCOVERY
37,10,DEFENDER
37,9,820
37,8,620
37,7,420
37,6,416
37,5,414
37,4,220
37,3,216
37,2,214
37,1,114
38,4,9-3
38,3,9-5
38,2,9000
38,1,900
39,9,ALTEA
39,8,LEON
39,7,TERRA
39,6,ALHAAMBRA
39,5,INCA
39,4,TOLEDO
39,3,MARBELLA
39,2,IBIZA
39,1,CORDOBA
40,3,RURAL
40,2,ESPECIALES
40,1,FELICIA
41,23,TECTOR
41,22,TECTOR ATTACK
41,21,TRAKKER
41,20,VERTIS
41,19,682
41,18,EUROCARGO ATTTACK CAVALLINO
41,17,CURSOR
41,16,EUROCARGO ATTACK
41,15,EUROCARGO TECTOR
41,14,EUROCARGO CAVALLINO
41,13,STRALIS
41,12,POWER STAR
41,11,EUROTECH
41,10,EUROTECH CURSOR
41,9,673
41,8,EUROCARGO
41,7,EUROTRAKER
41,6,130
41,5,190
41,4,150
41,3,697
41,2,619
41,1,DAILY
42,12,WRX
42,11,600
42,10,XV
42,9,1600
42,8,TRIBECA
42,7,OUTBACK
42,6,FORESTER
42,5,1300
42,4,SVX
42,3,LEGACY
42,2,JUSTY
42,1,IMPREZA
43,18,SWIFT L/16
43,17,SWIFT L/07
43,16,SS
43,15,SC
43,14,ST
43,13,FUN
43,12,CAB VAN
43,11,SAMURAI
43,10,x 90
43,9,JIMMY
43,8,WAGON
43,7,GRAND VITARA
43,6,ALTO
43,5,VITARA
43,4,SWIFT
43,3,SUPER CARRY
43,2,JEEP
43,1,BALENO
44,1,TAVRIA
45,30,ETIOS
45,29,86
45,28,FJ CRUISER
45,27,STOUT
45,26,PRIUS
45,25,AVENSIS
45,24,SW4
45,23,TACOMA
45,22,PASEO
45,21,LEXUS
45,20,TERCEL
45,19,SUPRA
45,18,STARLET
45,17,RAV
45,16,PREVIA
45,15,LAND CRUISER
45,14,HILUX
45,13,HIACE
45,12,DYNA
45,11,CROWN
45,10,CRESSIDA
45,9,CORONA
45,8,COROLLA
45,7,COASTER
45,6,CELICA
45,5,CARINA
45,4,CAMRY
45,3,AVALON
45,2,ACE
45,1,4RUNER
46,51,POLO L/16
46,48,THE BEETLE
46,44,UP
46,42,GOL TREND
46,41,SIROCCO
46,40,SCIROCCO
46,39,AMAROK
46,38,AMAZON
46,37,VOYAGE
46,36,TIGUAN
46,35,MULTIVAN
46,34,SURAN
46,33,VENTO
46,32,FOX
46,31,TOUAREG
46,30,BORA
46,29,NEW BEETLE
46,28,CADDY
46,27,RABBIT
46,26,JETTA
46,25,BRASILIA
46,24,ESCARABAJO
46,23,VW PICK-UP
46,22,VW KOMBI
46,21,VW FURGON
46,20,VW 1.8
46,19,VW 1.5
46,18,TRANSPORTER
46,17,SHARAN
46,16,SENDA
46,15,SAVEIRO
46,14,SANTANA
46,13,QUANTUM
46,12,POLO
46,11,POINTER
46,10,PASSAT
46,9,PARATI
46,8,GOLF
46,7,GOL
46,6,GACEL
46,5,DODGE POLARA-GTX-CORONADO
46,4,DODGE PICK-UP
46,3,DODGE 1500
46,2,CARAT
46,1,1300
47,34,V 60
47,33,544
47,32,XC 60
47,31,XC 70
47,30,C 30
47,29,V 50
47,28,XC 90
47,27,S 60
47,26,S 80
47,25,C 70
47,24,BERTONE
47,23,V 90
47,22,S 70
47,21,V 70
47,20,S 90
47,19,345
47,18,343
47,17,265
47,16,V 40
47,15,S 40
47,14,780
47,13,360
47,12,945
47,11,960
47,10,940
47,9,850
47,8,760
47,7,740
47,6,460
47,5,264
47,4,245
47,3,244
47,2,242
47,1,240
48,3,420
48,2,416
48,1,WIRA
49,3,H3
49,2,H2
49,1,TECHO DURO
50,38,RN
50,37,R 460
50,36,P 410
50,35,R 360
50,34,G 460
50,33,P 250
50,32,G 310
50,31,G 410
50,30,P 360
50,29,R 410
50,28,G 360
50,27,R 580
50,26,G 340
50,25,R 500
50,24,R 470
50,23,G 420
50,22,G 380
50,21,P 380
50,20,R 380
50,19,R 340
50,18,P 420
50,17,R 420
50,16,P 310
50,15,P 270
50,14,P 340
50,13,P 124
50,12,P 114
50,11,T 124
50,10,R 124
50,9,R 114
50,8,T 114
50,7,P 94
50,6,R 113
50,5,R 112
50,4,P 93
50,3,T 113
50,2,T 112
50,1,LT 111
51,20,F12
51,19,FF
51,18,250
51,17,458
51,16,348
51,15,CALIFORNIA
51,14,TESTAROSSA
51,13,328
51,12,599
51,11,SUPERAMERICA
51,10,612
51,9,430
51,8,360
51,7,512
51,6,F 350
51,5,F 550
51,4,F 50
51,3,456
51,2,355
51,1,308
52,1,PICK-UP
53,10,FLAMINIA
53,9,K
53,8,YPSILON
53,7,KAPPA
53,6,132
53,5,TEMA
53,4,PRISMA
53,3,DELTA
53,2,DEDRA
53,1,BETA
54,2,DURANGO
54,1,ANTIQUE
55,2,PICK UP
55,1,CJ
56,2,S 73
56,1,RASTROJERO
57,4,SAFARI
57,3,TELCOLINE
57,2,SUMO
58,1,BJ
59,8,BUGGY
59,7,KAISER
59,6,TORINO
59,5,RAMBLER
59,4,JEEP
59,3,GORDINI
59,2,GLADIATOR
59,1,ESTANCIERA
60,4,SHERPA
60,3,ALLEGRO
60,2,MORRIS
60,1,MONTEGO
61,1,FREECLEMBER
62,1,METRO
63,5,MARRUA
63,4,AGRALE
63,3,STALLION
63,2,STARK
63,1,DYNAMIC
64,2,G
64,1,GROSS
65,2,CAMION
65,1,PICK-UP
66,32,9.160 DELIVERY
66,31,31.330 CONSTELLATION
66,30,31.280 CONSTELLATION
66,29,26.280 CONSTELLATION
66,28,26.420 CONSTELLATION
66,27,25.420 CONSTELLATION
66,26,19.420 CONSTELLATION
66,25,19.330 CONTELLATION
66,24,17.280 CONSTELLATION
66,23,17.190 CONSTELLATION
66,22,13.190 WORKER
66,21,25.320
66,20,10.150
66,19,8.150
66,18,31.320 CONSTELLATION
66,17,5.140
66,16,17.250
66,15,19.320
66,14,15.180
66,13,26.310
66,12,17.210
66,11,17.240
66,10,17.310
66,9,18.310
66,8,13.180
66,7,26.300
66,6,9.150
66,5,26.260
66,4,17.300
66,3,17.220
66,2,15.160
66,1,9.140
67,1,MAESTRO
68,1,SY
69,1,AV-120
70,11,C
70,10,D
70,9,KERAX
70,8,MIDLUM
70,7,MS
70,6,CBH
70,5,MAXTER
70,4,MAGNUM
70,3,MANAGER
70,2,PREMIUM
70,1,MIDLINER
71,1,AM
72,10,C 50
72,9,714
72,8,6000
72,7,16-220
72,6,NKR
72,5,15-190
72,4,G-
72,3,NPR
72,2,KODIAK
72,1,14000
73,9,CARGO EV
73,8,2631
73,7,F-600
73,6,F-4000
73,5,F-700
73,4,F-7000
73,3,F-6000
73,2,F-14000
73,1,CARGO
74,2,FRONTIER
74,1,K
75,75,ACTROS EURO V
75,74,AXOR EURO V
75,73,ATRON EURO V
75,72,ATEGO EURO V
75,71,ACCELO
75,70,ATRON
75,69,ACTROS
75,68,LP 2726
75,67,L 312
75,66,AXOR
75,65,ATEGO
75,64,1624
75,63,1318
75,62,2638
75,61,OM
75,60,2428
75,59,1728
75,58,LP 915 ACCELO
75,57,LS 1632
75,56,LS 1634
75,55,UNIMOG
75,54,L 1112
75,53,L 911
75,52,L 1932
75,51,L 1926
75,50,1938
75,49,2423
75,48,L 1517
75,47,2635
75,46,1623
75,45,712
75,44,LK 1620
75,43,1214
75,42,LK 1218
75,41,L 1218
75,40,1720
75,39,1718
75,38,LK 1615
75,37,L 1945
75,36,LS 1945
75,35,L 2325
75,34,LK 2325
75,33,LB 2325
75,32,L 1941
75,31,LS 1941
75,30,L 1938
75,29,LS 1938
75,28,L 1633
75,27,LS 1633
75,26,LP 1722
75,25,L 1622
75,24,LS 1622
75,23,LK/LB 2318
75,22,LPK 1718
75,21,LP 1715
75,20,L 1620
75,19,L 1526
75,18,LS 1526
75,17,L 1521
75,16,L 1518
75,15,LS 1518
75,14,LP 1420
75,13,LP 1418
75,12,L 1418
75,11,LK 1418
75,10,LAK 1418
75,9,LP 1215
75,8,LK 1215
75,7,L 1215
75,6,L 1214
75,5,L 1114
75,4,L 914
75,3,L 913
75,2,L 710
75,1,608
76,3,709
76,2,608
76,1,609
77,3,SC 1011
77,2,DOMINIUM
77,1,SC 1010
78,1,BTM
79,2,GAZELLE
79,1,3309
80,2,SERIE 300
80,1,FC
81,1,2715
82,7,65115
82,6,54115
82,5,53229
82,4,53215
82,3,53212
82,2,54112
82,1,55111
83,2,W 900
83,1,T 3000
84,2,110050
84,1,110471
85,1,FURGON
86,2,MINIBUS
86,1,NJ
87,6,5070
87,5,9800
87,4,8200
87,3,2654
87,2,4700
87,1,4900
88,10,FMX EURO V
88,9,FH EURO V
88,8,FM EURO V
88,7,VM EURO V
88,6,VM
88,5,FM
88,4,NH
88,3,FH
88,2,EDC
88,1,NL
89,1,CUMMINS
90,1,T 4000
91,2,SANSUNG
91,1,CANTER
92,5,U
92,4,ECO
92,3,CMF
92,2,CPB
92,1,CPC
93,1,DELTA
94,1,PORTER
95,2,S/CAB
95,1,D/CAB
96,2,SXZ 3043
96,1,SXZ 1047
97,2,METRO
97,1,YTQ
98,2,MINIBUS
98,1,HFC CAMIONES
99,4,CAMION
99,3,MINIBUS
99,2,FURGON
99,1,PICK UP
100,1,LZW
101,1,GHT
102,7,420
102,6,GRANTURISMO
102,5,GRANSPORT
102,4,SPYDER
102,3,COUPE
102,2,QUATTROPORTE
102,1,3200 GT
103,2,VITARA
103,1,SAMURAI
104,1,SIAM
105,1,PLYMOUTH
106,1,MINI
107,1,PHANTON
108,6,FULWIN II
108,5,FULWIN
108,4,SKIN
108,3,QQ
108,2,FACE
108,1,TIGGO
109,2,NAVIGATOR
109,1,TOWN CAR
110,2,FORFOUR
110,1,FORTWO
111,1,GRANITE
112,2,T 01
112,1,DUOLICA
113,2,N 601
113,1,N900
114,1,x 60
50,39,G 400
50,40,G 440
50,41,G 480
50,42,P 400
36,49,OROCH
36,52,KANGOO ZE
28,46,GLC
28,47,GLE
50,43,RH 400
50,44,RH 440
50,45,RH 480
50,46,RH 560
50,47,RH 620
50,48,RN 360
50,49,RN 400
50,50,RN 440
50,51,RN 480
50,52,RN 560
66,33,19.360
17,47,TORO
29,21,OUTLANDER L/16
120,3,X 30
46,53,VIRTUS
20,27,CRETA
20,28,HD 78 EURO IV
20,29,GRAND SANTA FE
11,30,C 4 PICASSO L/16
11,31,C 4 GRAND PICASSO L/16
6,30,A4 2.0 T FSI L/16
28,48,C 300 AMG
114,2,FOISON TRUCK
66,34,15.190
120,1,T 30
118,2,X 35
17,50,MOBI
23,17,XE
46,52,PASSAT CC
43,19,VITARA L/17
114,3,x 50
41,24,CURSOR E5
63,6,S
41,25,STRALIS HI WAY EURO5
41,26,TECTOR ATTACK E5
66,35,17.230
11,32,C-ELYSEE
45,36,YARIS
115,1,TUNLAND
8,61,440
8,62,440 GRAN COUPE
8,63,430 GRAN COUPE
8,64,440 COUPE
8,65,430 COUPE
36,50,CAPTUR
114,4,FOISON CARGO
24,30,SPORTAGE L/17
106,2,CLUBMAN
106,3,COUNTRYMAN
106,4,COUPE
106,5,CABRIO
106,6,PACEMAN
19,22,CRV L/17
116,1,LC
116,2,515 HATCH
116,3,515 SEDAN
116,4,EMGRAND
120,2,T 32
51,21,488
114,5,FOISON BOX
118,3,X 25
28,49,GLS
8,66,240
8,73,X 2
6,31,A3 L/17
6,32,A3 SPORTBACK L/17
6,33,S3 L/17
6,34,R8 L/17
28,50,SLC
8,67,140 M
8,68,240 M
8,69,650 L/17
8,70,750 M
8,71,X 3  L/17
8,72,M 2
6,72,Q2
19,23,FIT L/17
32,36,301
41,28,SCUDATO
28,51,C 400
35,12,718
11,33,CACTUS
23,18,F-PACE
30,36,KICKS
6,35,SQ
19,24,CRV L/18
116,5,EMGRAND X 7
50,53,R 400
114,6,MY WAY
17,51,ARGO
117,1,DS3
117,2,DS4
11,34,JUMPY
36,51,KWID
45,40,INNOVA
11,35,SPACETOURER
